SN	Pad-value	Protein name (Annotation)
1286	0.360081	>gi|21242065|ref|NP_641647.1| methylmalonate-semialdehyde dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1287	0.177635	>gi|21242066|ref|NP_641648.1| acyl-CoA dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1288	0.178902	>gi|21242067|ref|NP_641649.1| enoyl-CoA hydratase [Xanthomonas axonopodis pv. citri str. 306]
1289	0.168008	>gi|21242068|ref|NP_641650.1| enoyl-CoA hydratase [Xanthomonas axonopodis pv. citri str. 306]
1290	0.506611	>gi|21242069|ref|NP_641651.1| 3-hydroxyisobutirate dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1291	0.244998	>gi|21242070|ref|NP_641652.1| cobalt-zinc-cadmium resistance protein [Xanthomonas axonopodis pv. citri str. 306]
1292	0.211094	>gi|21242071|ref|NP_641653.1| 3-hydroxyacyl-CoA dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1293	0.082173	>gi|21242072|ref|NP_641654.1| RNA polymerase sigma-H factor [Xanthomonas axonopodis pv. citri str. 306]
1294	0.512711	>gi|21242073|ref|NP_641655.1| regulatory protein [Xanthomonas axonopodis pv. citri str. 306]
1295	0.263692	>gi|21242074|ref|NP_641656.1| periplasmic protease [Xanthomonas axonopodis pv. citri str. 306]
1296	0.063668	>gi|21242075|ref|NP_641657.1| GTP binding protein [Xanthomonas axonopodis pv. citri str. 306]
1297	0.291835	>gi|21242076|ref|NP_641658.1| signal peptidase I [Xanthomonas axonopodis pv. citri str. 306]
1298	0.136960	>gi|21242077|ref|NP_641659.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1299	0.148448	>gi|21242078|ref|NP_641660.1| ribonuclease III [Xanthomonas axonopodis pv. citri str. 306]
1300	0.075059	>gi|21242079|ref|NP_641661.1| GTP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
1301	0.104283	>gi|21242080|ref|NP_641662.1| DNA repair protein [Xanthomonas axonopodis pv. citri str. 306]
1302	0.147682	>gi|21242081|ref|NP_641663.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1303	0.136786	>gi|21242082|ref|NP_641664.1| RNA methyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1304	0.213639	>gi|21242083|ref|NP_641665.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1305	0.401584	>gi|21242084|ref|NP_641666.1| polyketide synthase [Xanthomonas axonopodis pv. citri str. 306]
1306	0.433143	>gi|21242085|ref|NP_641667.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1307	0.147121	>gi|21242086|ref|NP_641668.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1308	0.482666	>gi|21242087|ref|NP_641669.1| N-acetyl-beta-glucosaminidase [Xanthomonas axonopodis pv. citri str. 306]
1309	0.313766	>gi|21242088|ref|NP_641670.1| hypoxanthine-guanine phosphoribosyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1310	0.276615	>gi|21242089|ref|NP_641671.1| purine nucleoside phosphorylase [Xanthomonas axonopodis pv. citri str. 306]
1311	0.746458	>gi|21242090|ref|NP_641672.1| cold shock protein [Xanthomonas axonopodis pv. citri str. 306]
1312	0.246458	>gi|21242091|ref|NP_641673.1| oxidoreductase [Xanthomonas axonopodis pv. citri str. 306]
1313	0.127271	>gi|21242092|ref|NP_641674.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1314	0.046070	>gi|21242093|ref|NP_641675.1| helicase-related protein [Xanthomonas axonopodis pv. citri str. 306]
1315	0.086331	>gi|21242094|ref|NP_641676.1| DNA ligase [Xanthomonas axonopodis pv. citri str. 306]
1316	0.066657	>gi|21242095|ref|NP_641677.1| mRNA 3'-end processing factor [Xanthomonas axonopodis pv. citri str. 306]
1317	0.086677	>gi|21242096|ref|NP_641678.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1318	0.537776	>gi|21242097|ref|NP_641679.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1319	0.081483	>gi|21242098|ref|NP_641680.1| sensor histidine kinase [Xanthomonas axonopodis pv. citri str. 306]
1320	0.576440	>gi|21242099|ref|NP_641681.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1321	0.513830	>gi|21242100|ref|NP_641682.1| outer membrane protein [Xanthomonas axonopodis pv. citri str. 306]
1322	0.506877	>gi|21242101|ref|NP_641683.1| acetoacetyl-CoA thiolase [Xanthomonas axonopodis pv. citri str. 306]
1323	0.855047	>gi|21242102|ref|NP_641684.1| serine protease [Xanthomonas axonopodis pv. citri str. 306]
1324	0.133906	>gi|21242103|ref|NP_641685.1| leucine dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1325	0.166180	>gi|21242104|ref|NP_641686.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1326	0.254846	>gi|21242105|ref|NP_641687.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1327	0.340012	>gi|21242106|ref|NP_641688.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1328	0.113520	>gi|21242107|ref|NP_641689.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1329	0.203063	>gi|21242108|ref|NP_641690.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1330	0.188134	>gi|21242109|ref|NP_641691.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1331	0.207028	>gi|21242110|ref|NP_641692.1| heat shock protein [Xanthomonas axonopodis pv. citri str. 306]
1332	0.438882	>gi|21242111|ref|NP_641693.1| peptidyl-prolyl cis-trans isomerase [Xanthomonas axonopodis pv. citri str. 306]
1333	0.167791	>gi|21242112|ref|NP_641694.1| cation transport protein [Xanthomonas axonopodis pv. citri str. 306]
1334	0.561267	>gi|21242113|ref|NP_641695.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1335	0.430825	>gi|21242114|ref|NP_641696.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1336	0.294340	>gi|21242115|ref|NP_641697.1| GTN reductase [Xanthomonas axonopodis pv. citri str. 306]
1337	0.219242	>gi|21242116|ref|NP_641698.1| MFS transporter [Xanthomonas axonopodis pv. citri str. 306]
1338	0.213004	>gi|21242117|ref|NP_641699.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1339	0.172903	>gi|21242118|ref|NP_641700.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1340	0.201219	>gi|21242119|ref|NP_641701.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1341	0.211884	>gi|21242121|ref|NP_641703.1| virulence protein [Xanthomonas axonopodis pv. citri str. 306]
1342	0.202212	>gi|21242122|ref|NP_641704.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1343	0.159846	>gi|21242123|ref|NP_641705.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1344	0.345476	>gi|21242124|ref|NP_641706.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1345	0.080713	>gi|21242125|ref|NP_641707.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1346	0.309958	>gi|21242126|ref|NP_641708.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1347	0.349440	>gi|21242127|ref|NP_641709.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1348	0.223565	>gi|21242128|ref|NP_641710.1| cyclopropane-fatty-acyl-phospholipid synthase [Xanthomonas axonopodis pv. citri str. 306]
1349	0.181056	>gi|21242129|ref|NP_641711.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1350	0.247256	>gi|21242130|ref|NP_641712.1| dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1351	0.106076	>gi|21242131|ref|NP_641713.1| delta 9 acyl-lipid fatty acid desaturase [Xanthomonas axonopodis pv. citri str. 306]
1352	0.509988	>gi|21242132|ref|NP_641714.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1353	0.127657	>gi|21242133|ref|NP_641715.1| RNA polymerase sigma factor [Xanthomonas axonopodis pv. citri str. 306]
1354	0.307230	>gi|21242134|ref|NP_641716.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1355	0.210961	>gi|21242135|ref|NP_641717.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1356	0.253802	>gi|21242136|ref|NP_641718.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1357	0.573663	>gi|21242137|ref|NP_641719.1| ferredoxin II [Xanthomonas axonopodis pv. citri str. 306]
1358	0.133428	>gi|21242138|ref|NP_641720.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1359	0.200578	>gi|21242139|ref|NP_641721.1| methionyl-tRNA synthetase [Xanthomonas axonopodis pv. citri str. 306]
1360	0.574503	>gi|21242140|ref|NP_641722.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1361	0.301494	>gi|21242141|ref|NP_641723.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1362	0.202784	>gi|21242142|ref|NP_641724.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
1363	0.269518	>gi|21242143|ref|NP_641725.1| glyoxylase I family protein [Xanthomonas axonopodis pv. citri str. 306]
1364	0.242643	>gi|21242144|ref|NP_641726.1| S-methylmethionine permease [Xanthomonas axonopodis pv. citri str. 306]
1365	0.212573	>gi|21242145|ref|NP_641727.1| homocysteine S-methyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1366	0.191880	>gi|21242146|ref|NP_641728.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1367	0.228406	>gi|21242147|ref|NP_641729.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1368	0.235315	>gi|21242148|ref|NP_641730.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1369	0.400366	>gi|21242149|ref|NP_641731.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1370	0.817812	>gi|21242150|ref|NP_641732.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1371	0.269267	>gi|21242151|ref|NP_641733.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1372	0.342972	>gi|21242152|ref|NP_641734.1| sensor protein [Xanthomonas axonopodis pv. citri str. 306]
1373	0.060613	>gi|21242153|ref|NP_641735.1| PHB depolymerase [Xanthomonas axonopodis pv. citri str. 306]
1374	0.136803	>gi|21242154|ref|NP_641736.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1375	0.250913	>gi|21242155|ref|NP_641737.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1376	0.191256	>gi|21242156|ref|NP_641738.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1377	0.231884	>gi|21242157|ref|NP_641739.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1378	0.058927	>gi|21242158|ref|NP_641740.1| acetyl-coenzyme A carboxylase carboxyl transferase [Xanthomonas axonopodis pv. citri str. 306]
1379	0.079576	>gi|21242159|ref|NP_641741.1| DNA polymerase III alpha chain [Xanthomonas axonopodis pv. citri str. 306]
1380	0.126396	>gi|21242160|ref|NP_641742.1| ribonuclease HII [Xanthomonas axonopodis pv. citri str. 306]
1381	0.092793	>gi|21242161|ref|NP_641743.1| lipid A disaccharide synthase [Xanthomonas axonopodis pv. citri str. 306]
1382	0.274787	>gi|21242162|ref|NP_641744.1| UDP-N-acetylglucosamine acyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1383	0.114819	>gi|21242163|ref|NP_641745.1| (3r)-hydroxymyristoyl ACP dehydrase [Xanthomonas axonopodis pv. citri str. 306]
1384	0.125944	>gi|21242164|ref|NP_641746.1| UDP-3-O-(R-3-hydroxymyristoyl)-glucosamine N-acyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1385	0.778748	>gi|21242165|ref|NP_641747.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1386	0.519574	>gi|21242166|ref|NP_641748.1| outer membrane antigen [Xanthomonas axonopodis pv. citri str. 306]
1387	0.304162	>gi|21242167|ref|NP_641749.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1388	0.265940	>gi|21242168|ref|NP_641750.1| 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Xanthomonas axonopodis pv. citri str. 306]
1389	0.367719	>gi|21242169|ref|NP_641751.1| phosphatidate cytidylyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1390	0.317363	>gi|21242170|ref|NP_641752.1| undecaprenyl pyrophosphate synthetase [Xanthomonas axonopodis pv. citri str. 306]
1391	0.075564	>gi|21242171|ref|NP_641753.1| ribosome recycling factor [Xanthomonas axonopodis pv. citri str. 306]
1392	0.150762	>gi|21242172|ref|NP_641754.1| uridylate kinase [Xanthomonas axonopodis pv. citri str. 306]
1393	0.207690	>gi|21242173|ref|NP_641755.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1394	0.220695	>gi|21242174|ref|NP_641756.1| elongation factor Ts [Xanthomonas axonopodis pv. citri str. 306]
1395	0.191124	>gi|21242175|ref|NP_641757.1| 30S ribosomal protein S2 [Xanthomonas axonopodis pv. citri str. 306]
1396	0.380721	>gi|21242176|ref|NP_641758.1| pili assembly chaperone [Xanthomonas axonopodis pv. citri str. 306]
1397	0.922389	>gi|21242177|ref|NP_641759.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1398	0.282537	>gi|21242178|ref|NP_641760.1| outer membrane usher protein FasD [Xanthomonas axonopodis pv. citri str. 306]
1399	0.424645	>gi|21242179|ref|NP_641761.1| pili assembly chaperone [Xanthomonas axonopodis pv. citri str. 306]
1400	0.847728	>gi|21242180|ref|NP_641762.1| protein U [Xanthomonas axonopodis pv. citri str. 306]
1401	0.275289	>gi|21242181|ref|NP_641763.1| methionine aminopeptidase [Xanthomonas axonopodis pv. citri str. 306]
1402	0.074382	>gi|21242182|ref|NP_641764.1| protein-PII uridylyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1403	0.113601	>gi|21242183|ref|NP_641765.1| 2,3,4,5-tetrahydropyridine-2-carboxylate N-succin [Xanthomonas axonopodis pv. citri str. 306]
1404	0.545106	>gi|21242184|ref|NP_641766.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1405	0.153245	>gi|21242185|ref|NP_641767.1| succinyl-diaminopimelate desuccinylase [Xanthomonas axonopodis pv. citri str. 306]
1406	0.208002	>gi|21242186|ref|NP_641768.1| asparagine synthase B [Xanthomonas axonopodis pv. citri str. 306]
1407	0.441840	>gi|21242187|ref|NP_641769.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1408	0.388169	>gi|21242188|ref|NP_641770.1| iron receptor [Xanthomonas axonopodis pv. citri str. 306]
1409	0.288202	>gi|21242189|ref|NP_641771.1| penicillin acylase II [Xanthomonas axonopodis pv. citri str. 306]
1410	0.265400	>gi|21242190|ref|NP_641772.1| penicillin acylase II [Xanthomonas axonopodis pv. citri str. 306]
1411	0.083758	>gi|21242191|ref|NP_641773.1| bacterioferritin [Xanthomonas axonopodis pv. citri str. 306]
1412	0.138268	>gi|21242192|ref|NP_641774.1| thiopurine methyltransferase [Xanthomonas axonopodis pv. citri str. 306]
1413	0.220005	>gi|21242193|ref|NP_641775.1| hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1414	0.176668	>gi|21242194|ref|NP_641776.1| topoisomerase IV subunit A [Xanthomonas axonopodis pv. citri str. 306]
1415	0.349823	>gi|21242195|ref|NP_641777.1| transcriptional regulator [Xanthomonas axonopodis pv. citri str. 306]
1416	0.112321	>gi|21242196|ref|NP_641778.1| transcriptional regulator marR family [Xanthomonas axonopodis pv. citri str. 306]
1417	0.316069	>gi|21242197|ref|NP_641779.1| outer membrane efflux protein [Xanthomonas axonopodis pv. citri str. 306]
1418	0.243354	>gi|21242198|ref|NP_641780.1| multidrug resistance efflux pump [Xanthomonas axonopodis pv. citri str. 306]
1419	0.291514	>gi|21242199|ref|NP_641781.1| multidrug resistance membrane translocase [Xanthomonas axonopodis pv. citri str. 306]
1420	0.234056	>gi|21242200|ref|NP_641782.1| beta-glucosidase [Xanthomonas axonopodis pv. citri str. 306]
1421	0.322373	>gi|21242201|ref|NP_641783.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1422	0.216791	>gi|21242202|ref|NP_641784.1| oligopeptide transporter [Xanthomonas axonopodis pv. citri str. 306]
1423	0.233496	>gi|21242203|ref|NP_641785.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1424	0.093468	>gi|21242205|ref|NP_641787.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1425	0.376909	>gi|21242206|ref|NP_641788.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1426	0.093733	>gi|21242207|ref|NP_641789.1| transcriptional regulator marR family [Xanthomonas axonopodis pv. citri str. 306]
1427	0.652586	>gi|21242208|ref|NP_641790.1| peptidyl-dipeptidase [Xanthomonas axonopodis pv. citri str. 306]
1428	0.391750	>gi|21242209|ref|NP_641791.1| glutathione peroxidase-like protein [Xanthomonas axonopodis pv. citri str. 306]
1429	0.330282	>gi|21242210|ref|NP_641792.1| ferredoxin-NADP reductase [Xanthomonas axonopodis pv. citri str. 306]
1430	0.092471	>gi|21242211|ref|NP_641793.1| ABC transporter ATP-binding protein [Xanthomonas axonopodis pv. citri str. 306]
1431	0.142657	>gi|21242212|ref|NP_641794.1| fumarate hydratase [Xanthomonas axonopodis pv. citri str. 306]
1432	0.261989	>gi|21242213|ref|NP_641795.1| glutathione S-transferase [Xanthomonas axonopodis pv. citri str. 306]
1433	0.179427	>gi|21242214|ref|NP_641796.1| carbonic anhydrase [Xanthomonas axonopodis pv. citri str. 306]
1434	0.339080	>gi|21242215|ref|NP_641797.1| phospholipase [Xanthomonas axonopodis pv. citri str. 306]
1435	0.690004	>gi|21242216|ref|NP_641798.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1436	0.326119	>gi|21242217|ref|NP_641799.1| major cold shock protein [Xanthomonas axonopodis pv. citri str. 306]
1437	0.350473	>gi|21242218|ref|NP_641800.1| peptidoglycan-associated outer membrane lipoprotein [Xanthomonas axonopodis pv. citri str. 306]
1438	0.173384	>gi|21242219|ref|NP_641801.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1439	0.337335	>gi|21242220|ref|NP_641802.1| molybdopterin biosynthesis protein [Xanthomonas axonopodis pv. citri str. 306]
1440	0.416509	>gi|21242221|ref|NP_641803.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1441	0.086737	>gi|21242222|ref|NP_641804.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1442	0.685603	>gi|21242223|ref|NP_641805.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1443	0.164394	>gi|21242224|ref|NP_641806.1| glutaryl-CoA dehydrogenase [Xanthomonas axonopodis pv. citri str. 306]
1444	0.321500	>gi|21242225|ref|NP_641807.1| conserved hypothetical protein [Xanthomonas axonopodis pv. citri str. 306]
1445	0.440502	>gi|21242226|ref|NP_641808.1| glutathione S-transferase [Xanthomonas axonopodis pv. citri str. 306]
